Location,Date,Morning,Afternoon,Night,Summary,SummaryWhen,MinTemp,MaxTemp,
Sitiawan,21/10/2025,Ribut petir,Tiada hujan,Tiada hujan,Ribut petir,Pagi,24,32,
Sitiawan,20/10/2025,Ribut petir,Tiada hujan,Tiada hujan,Ribut petir,Pagi,24,32,
Sitiawan,19/10/2025,Ribut petir,Ribut petir,Tiada hujan,Ribut petir,Pagi dan Petang,24,32,
Sitiawan,18/10/2025,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,24,32,
Sitiawan,17/10/2025,Tiada hujan,Tiada hujan,Ribut petir,Ribut petir,Malam,24,32,
Sitiawan,16/10/2025,Tiada hujan,Ribut petir,Hujan,Ribut petir,Petang,24,32,
Sitiawan,15/10/2025,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,24,32,
Ipoh,21/10/2025,Tiada hujan,Ribut petir,Hujan,Ribut petir,Petang,23,34,
Ipoh,20/10/2025,Tiada hujan,Ribut petir,Hujan,Ribut petir,Petang,23,34,
Ipoh,19/10/2025,Tiada hujan,Ribut petir,Hujan,Ribut petir,Petang,23,34,
Ipoh,18/10/2025,Tiada hujan,Ribut petir,Hujan,Ribut petir,Petang,23,34,
Ipoh,17/10/2025,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,23,34,
Ipoh,16/10/2025,Tiada hujan,Ribut petir,Hujan,Ribut petir,Petang,23,34,
Ipoh,15/10/2025,Tiada hujan,Ribut petir,Hujan,Ribut petir,Petang,23,34,
Pasir Puteh,21/10/2025,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,24,30,
Pasir Puteh,20/10/2025,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,24,30,
Pasir Puteh,19/10/2025,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,24,30,
Pasir Puteh,18/10/2025,Hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,24,30,
Pasir Puteh,17/10/2025,Hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,24,30,
Pasir Puteh,16/10/2025,Hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,30,
Pasir Puteh,15/10/2025,Hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,30,
Batu Gajah,21/10/2025,Tiada hujan,Ribut petir,Hujan,Ribut petir,Petang,23,34,
Batu Gajah,20/10/2025,Tiada hujan,Ribut petir,Hujan,Ribut petir,Petang,23,34,
Batu Gajah,19/10/2025,Tiada hujan,Ribut petir,Hujan,Ribut petir,Petang,23,34,
Batu Gajah,18/10/2025,Tiada hujan,Ribut petir,Hujan,Ribut petir,Petang,23,34,
Batu Gajah,17/10/2025,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,23,34,
Batu Gajah,16/10/2025,Tiada hujan,Ribut petir,Hujan,Ribut petir,Petang,23,34,
Batu Gajah,15/10/2025,Tiada hujan,Ribut petir,Hujan,Ribut petir,Petang,23,34,
Seri Iskandar,21/10/2025,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,23,34,
Seri Iskandar,20/10/2025,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,23,34,
Seri Iskandar,19/10/2025,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,23,34,
Seri Iskandar,18/10/2025,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,23,34,
Seri Iskandar,17/10/2025,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,23,34,
Seri Iskandar,16/10/2025,Tiada hujan,Ribut petir,Hujan,Ribut petir,Petang,23,34,
Seri Iskandar,15/10/2025,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,23,34,
Kuala Krai,21/10/2025,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,22,30,
Kuala Krai,20/10/2025,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,22,30,
Kuala Krai,19/10/2025,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,22,30,
Kuala Krai,18/10/2025,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,22,30,
Kuala Krai,17/10/2025,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,22,30,
Kuala Krai,16/10/2025,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,22,30,
Kuala Krai,15/10/2025,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,22,30,
Gopeng,21/10/2025,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,23,34,
Gopeng,20/10/2025,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,23,34,
Gopeng,19/10/2025,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,23,34,
Gopeng,18/10/2025,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,23,34,
Gopeng,17/10/2025,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,23,34,
Gopeng,16/10/2025,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,23,34,
Gopeng,15/10/2025,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,23,34,
Besut,21/10/2025,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,24,30,
Besut,20/10/2025,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,24,30,
Besut,19/10/2025,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,24,30,
Besut,18/10/2025,Hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,24,30,
Besut,17/10/2025,Hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,24,30,
Besut,16/10/2025,Hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,30,
Besut,15/10/2025,Hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,30,
Jerteh,21/10/2025,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,24,30,
Jerteh,20/10/2025,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,24,30,
Jerteh,19/10/2025,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,24,30,
Jerteh,18/10/2025,Hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,24,30,
Jerteh,17/10/2025,Hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,24,30,
Jerteh,16/10/2025,Hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,30,
Jerteh,15/10/2025,Hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,30,
Bagan Datuk,21/10/2025,Ribut petir,Tiada hujan,Tiada hujan,Ribut petir,Pagi,23,33,
Bagan Datuk,20/10/2025,Ribut petir,Tiada hujan,Tiada hujan,Ribut petir,Pagi,23,33,
Bagan Datuk,19/10/2025,Ribut petir,Tiada hujan,Tiada hujan,Ribut petir,Pagi,23,33,
Bagan Datuk,18/10/2025,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,23,33,
Bagan Datuk,17/10/2025,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,23,33,
Bagan Datuk,16/10/2025,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,23,33,
Bagan Datuk,15/10/2025,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,23,33,
Kampar,21/10/2025,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,23,34,
Kampar,20/10/2025,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,23,34,
Kampar,19/10/2025,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,23,34,
Kampar,18/10/2025,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,23,34,
Kampar,17/10/2025,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,23,34,
Kampar,16/10/2025,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,23,34,
Kampar,15/10/2025,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,23,34,
Teluk Intan,21/10/2025,Ribut petir,Ribut petir,Tiada hujan,Ribut petir,Pagi dan Petang,23,35,
Teluk Intan,20/10/2025,Ribut petir,Ribut petir,Tiada hujan,Ribut petir,Pagi dan Petang,23,35,
Teluk Intan,19/10/2025,Ribut petir,Ribut petir,Tiada hujan,Ribut petir,Pagi dan Petang,23,35,
Teluk Intan,18/10/2025,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,23,35,
Teluk Intan,17/10/2025,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,23,35,
Teluk Intan,16/10/2025,Tiada hujan,Ribut petir,Hujan,Ribut petir,Petang,23,35,
Teluk Intan,15/10/2025,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,23,35,
Tapah,21/10/2025,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,23,34,
Tapah,20/10/2025,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,23,34,
Tapah,19/10/2025,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,23,34,
Tapah,18/10/2025,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,23,34,
Tapah,17/10/2025,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,23,34,
Tapah,16/10/2025,Tiada hujan,Ribut petir,Hujan,Ribut petir,Petang,23,34,
Tapah,15/10/2025,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,23,34,
Gua Musang,21/10/2025,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,21,32,
Gua Musang,20/10/2025,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,21,32,
Gua Musang,19/10/2025,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,21,32,
Gua Musang,18/10/2025,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,21,32,
Gua Musang,17/10/2025,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,21,32,
Gua Musang,16/10/2025,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,21,32,
Gua Musang,15/10/2025,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,21,32,
Sabak Bernam,21/10/2025,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,23,34,
Sabak Bernam,20/10/2025,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,23,34,
Sabak Bernam,19/10/2025,Hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,23,34,
Sabak Bernam,18/10/2025,Hujan,Tiada hujan,Tiada hujan,Hujan,Pagi,23,34,
Sabak Bernam,17/10/2025,Hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,23,34,
Sabak Bernam,16/10/2025,Tiada hujan,Ribut petir,Hujan,Ribut petir,Petang,23,31,
Sabak Bernam,15/10/2025,Tiada hujan,Ribut petir,Hujan,Ribut petir,Petang,23,31,
Bandar Permaisuri,21/10/2025,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,24,30,
Bandar Permaisuri,20/10/2025,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,24,30,
Bandar Permaisuri,19/10/2025,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,24,30,
Bandar Permaisuri,18/10/2025,Hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,24,30,
Bandar Permaisuri,17/10/2025,Hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,24,30,
Bandar Permaisuri,16/10/2025,Hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,30,
Bandar Permaisuri,15/10/2025,Hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,30,
Setiu,21/10/2025,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,24,30,
Setiu,20/10/2025,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,24,30,
Setiu,19/10/2025,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,24,30,
Setiu,18/10/2025,Hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,24,30,
Setiu,17/10/2025,Hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,24,30,
Setiu,16/10/2025,Hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,30,
Setiu,15/10/2025,Hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,30,
Slim River,21/10/2025,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,23,35,
Slim River,20/10/2025,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,23,35,
Slim River,19/10/2025,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,23,35,
Slim River,18/10/2025,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,23,35,
Slim River,17/10/2025,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,23,35,
Slim River,16/10/2025,Tiada hujan,Ribut petir,Hujan,Ribut petir,Petang,23,35,
Slim River,15/10/2025,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,23,35,
Kuala Nerus,21/10/2025,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,24,30,
Kuala Nerus,20/10/2025,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,24,30,
Kuala Nerus,19/10/2025,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,24,30,
Kuala Nerus,18/10/2025,Hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,24,30,
Kuala Nerus,17/10/2025,Hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,24,30,
Kuala Nerus,16/10/2025,Hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,30,
Kuala Nerus,15/10/2025,Hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,30,
Kuala Terengganu,21/10/2025,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,24,30,
Kuala Terengganu,20/10/2025,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,24,30,
Kuala Terengganu,19/10/2025,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,24,30,
Kuala Terengganu,18/10/2025,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,24,30,
Kuala Terengganu,17/10/2025,Hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,24,30,
Kuala Terengganu,16/10/2025,Hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,30,
Kuala Terengganu,15/10/2025,Hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,30,
Kuala Lipis,21/10/2025,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,24,34,
Kuala Lipis,20/10/2025,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,
Kuala Lipis,19/10/2025,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,
Kuala Lipis,18/10/2025,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,
Kuala Lipis,17/10/2025,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,
Kuala Lipis,16/10/2025,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,24,34,
Kuala Lipis,15/10/2025,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,24,34,
Kuala Selangor,21/10/2025,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,23,34,
Kuala Selangor,20/10/2025,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,23,34,
Kuala Selangor,19/10/2025,Hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,23,34,
Kuala Selangor,18/10/2025,Hujan,Tiada hujan,Tiada hujan,Hujan,Pagi,23,34,
Kuala Selangor,17/10/2025,Hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,23,34,
Kuala Selangor,16/10/2025,Tiada hujan,Ribut petir,Hujan,Ribut petir,Petang,23,32,
Kuala Selangor,15/10/2025,Tiada hujan,Ribut petir,Hujan,Ribut petir,Petang,23,32,
Raub,21/10/2025,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,18,25,
Raub,20/10/2025,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,18,25,
Raub,19/10/2025,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,18,25,
Raub,18/10/2025,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,18,25,
Raub,17/10/2025,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,18,25,
Raub,16/10/2025,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,18,25,
Raub,15/10/2025,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,18,25,
Kuala Kubu Bharu,21/10/2025,Tiada hujan,Tiada hujan,Hujan,Hujan,Malam,22,34,
Kuala Kubu Bharu,20/10/2025,Tiada hujan,Tiada hujan,Hujan,Hujan,Malam,22,34,
Kuala Kubu Bharu,19/10/2025,Hujan,Tiada hujan,Tiada hujan,Hujan,Pagi,22,34,
Kuala Kubu Bharu,18/10/2025,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,22,34,
Kuala Kubu Bharu,17/10/2025,Hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,22,34,
Kuala Kubu Bharu,16/10/2025,Tiada hujan,Ribut petir,Hujan,Ribut petir,Petang,22,34,
Kuala Kubu Bharu,15/10/2025,Tiada hujan,Ribut petir,Hujan,Ribut petir,Petang,22,33,
Rawang,21/10/2025,Tiada hujan,Tiada hujan,Hujan,Hujan,Malam,22,34,
Rawang,20/10/2025,Tiada hujan,Tiada hujan,Hujan,Hujan,Malam,22,34,
Rawang,19/10/2025,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,22,34,
Rawang,18/10/2025,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,22,34,
Rawang,17/10/2025,Hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,22,34,
Rawang,16/10/2025,Tiada hujan,Ribut petir,Hujan,Ribut petir,Petang,22,34,
Rawang,15/10/2025,Tiada hujan,Ribut petir,Hujan,Ribut petir,Petang,22,34,
Selayang,21/10/2025,Tiada hujan,Tiada hujan,Hujan,Hujan,Malam,23,34,
Selayang,20/10/2025,Tiada hujan,Tiada hujan,Hujan,Hujan,Malam,23,34,
Selayang,19/10/2025,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,23,34,
Selayang,18/10/2025,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,23,34,
Selayang,17/10/2025,Hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,23,34,
Selayang,16/10/2025,Tiada hujan,Ribut petir,Hujan,Ribut petir,Petang,23,34,
Selayang,15/10/2025,Tiada hujan,Ribut petir,Hujan,Ribut petir,Petang,23,33,
Pelabuhan Klang,21/10/2025,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,23,34,
Pelabuhan Klang,20/10/2025,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,23,34,
Pelabuhan Klang,19/10/2025,Hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,23,34,
Pelabuhan Klang,18/10/2025,Hujan,Tiada hujan,Tiada hujan,Hujan,Pagi,23,34,
Pelabuhan Klang,17/10/2025,Hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,23,34,
Pelabuhan Klang,16/10/2025,Tiada hujan,Ribut petir,Hujan,Ribut petir,Petang,23,32,
Pelabuhan Klang,15/10/2025,Tiada hujan,Ribut petir,Hujan,Ribut petir,Petang,23,33,
Kepong,21/10/2025,Tiada hujan,Tiada hujan,Hujan,Hujan,Malam,23,34,
Kepong,20/10/2025,Tiada hujan,Tiada hujan,Hujan,Hujan,Malam,23,34,
Kepong,19/10/2025,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,23,34,
Kepong,18/10/2025,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,23,34,
Kepong,17/10/2025,Hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,23,34,
Kepong,16/10/2025,Tiada hujan,Ribut petir,Hujan,Ribut petir,Petang,23,34,
Kepong,15/10/2025,Tiada hujan,Ribut petir,Hujan,Ribut petir,Petang,23,33,
Jerantut,21/10/2025,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,24,34,
Jerantut,20/10/2025,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,24,34,
Jerantut,19/10/2025,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,24,34,
Jerantut,18/10/2025,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,24,34,
Jerantut,17/10/2025,Hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,24,34,
Jerantut,16/10/2025,Hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,24,34,
Jerantut,15/10/2025,Hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,24,34,
Batu Caves,21/10/2025,Tiada hujan,Tiada hujan,Hujan,Hujan,Malam,22,34,
Batu Caves,20/10/2025,Tiada hujan,Tiada hujan,Hujan,Hujan,Malam,22,34,
Batu Caves,19/10/2025,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,22,34,
Batu Caves,18/10/2025,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,22,34,
Batu Caves,17/10/2025,Hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,22,34,
Batu Caves,16/10/2025,Tiada hujan,Ribut petir,Hujan,Ribut petir,Petang,22,34,
Batu Caves,15/10/2025,Tiada hujan,Ribut petir,Hujan,Ribut petir,Petang,22,33,
Shah Alam,21/10/2025,Tiada hujan,Tiada hujan,Hujan,Hujan,Malam,23,34,
Shah Alam,20/10/2025,Tiada hujan,Tiada hujan,Hujan,Hujan,Malam,23,34,
Shah Alam,19/10/2025,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,23,34,
Shah Alam,18/10/2025,Hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,23,34,
Shah Alam,17/10/2025,Hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,23,34,
Shah Alam,16/10/2025,Tiada hujan,Ribut petir,Hujan,Ribut petir,Petang,23,34,
Shah Alam,15/10/2025,Tiada hujan,Ribut petir,Hujan,Ribut petir,Petang,23,34,
Sentul,21/10/2025,Tiada hujan,Tiada hujan,Hujan,Hujan,Malam,23,34,
Sentul,20/10/2025,Tiada hujan,Tiada hujan,Hujan,Hujan,Malam,23,34,
Sentul,19/10/2025,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,23,34,
Sentul,18/10/2025,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,23,34,
Sentul,17/10/2025,Hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,23,34,
Sentul,16/10/2025,Tiada hujan,Ribut petir,Hujan,Ribut petir,Petang,23,34,
Sentul,15/10/2025,Tiada hujan,Ribut petir,Hujan,Ribut petir,Petang,23,33,
Bentong,21/10/2025,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,
Bentong,20/10/2025,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,
Bentong,19/10/2025,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,
Bentong,18/10/2025,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,
Bentong,17/10/2025,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,
Bentong,16/10/2025,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,
Bentong,15/10/2025,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,24,34,
Jalan Duta,21/10/2025,Tiada hujan,Tiada hujan,Hujan,Hujan,Malam,23,34,
Jalan Duta,20/10/2025,Tiada hujan,Tiada hujan,Hujan,Hujan,Malam,23,34,
Jalan Duta,19/10/2025,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,23,34,
Jalan Duta,18/10/2025,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,23,34,
Jalan Duta,17/10/2025,Hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,23,34,
Jalan Duta,16/10/2025,Tiada hujan,Ribut petir,Hujan,Ribut petir,Petang,23,34,
Jalan Duta,15/10/2025,Tiada hujan,Ribut petir,Hujan,Ribut petir,Petang,23,33,
Damansara,21/10/2025,Tiada hujan,Tiada hujan,Hujan,Hujan,Malam,23,34,
Damansara,20/10/2025,Tiada hujan,Tiada hujan,Hujan,Hujan,Malam,23,34,
Damansara,19/10/2025,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,23,34,
Damansara,18/10/2025,Hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,23,34,
Damansara,17/10/2025,Hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,23,34,
Damansara,16/10/2025,Tiada hujan,Ribut petir,Hujan,Ribut petir,Petang,23,34,
Damansara,15/10/2025,Tiada hujan,Ribut petir,Hujan,Ribut petir,Petang,23,33,
Setapak,21/10/2025,Tiada hujan,Tiada hujan,Hujan,Hujan,Malam,23,34,
Setapak,20/10/2025,Tiada hujan,Tiada hujan,Hujan,Hujan,Malam,23,34,
Setapak,19/10/2025,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,23,34,
Setapak,18/10/2025,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,23,34,
Setapak,17/10/2025,Hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,23,34,
Setapak,16/10/2025,Tiada hujan,Ribut petir,Hujan,Ribut petir,Petang,23,34,
Setapak,15/10/2025,Tiada hujan,Ribut petir,Hujan,Ribut petir,Petang,23,33,
Petaling Jaya,21/10/2025,Tiada hujan,Tiada hujan,Hujan,Hujan,Malam,23,34,
Petaling Jaya,20/10/2025,Tiada hujan,Tiada hujan,Hujan,Hujan,Malam,23,34,
Petaling Jaya,19/10/2025,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,23,34,
Petaling Jaya,18/10/2025,Hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,23,34,
Petaling Jaya,17/10/2025,Hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,23,34,
Petaling Jaya,16/10/2025,Tiada hujan,Ribut petir,Hujan,Ribut petir,Petang,23,34,
Petaling Jaya,15/10/2025,Tiada hujan,Ribut petir,Hujan,Ribut petir,Petang,23,33,
Subang Jaya,21/10/2025,Tiada hujan,Tiada hujan,Hujan,Hujan,Malam,23,34,
Subang Jaya,20/10/2025,Tiada hujan,Tiada hujan,Hujan,Hujan,Malam,23,34,
